Key,japanese
meleeWpnBatonT2StunBatonRareExperiencedDesc,電撃を放つ。\n\n希少な特性[FAFF63]「経験豊富」[-]を持つ。\nキルで得られる経験値が[DECEA3]20%[-]増加する。\n\n修​​理キットで修理する。\nスタンバトンの部品をスクラップする。
meleeToolRepairT0StoneAxeRareLumberjack,[FAFF63]レア[-]石斧[DECEA3]-木こり[-]
meleeToolRepairT0StoneAxeRareLumberjackDesc,木材の切断、石の採掘、壁、ドア、窓の修理とアップグレードに役立つ原始的な道具。最高の武器ではありません。\n\n希少な特性[FAFF63]「木こり」[-]を持ちます。\n木材生産量が[DECEA3]50%[-]増加します。\n\n小さな石で修理します。\nスクラップを小さな石に変換します。
meleeToolRepairT0StoneAxeRareMiner,[FAFF63]レア[-]石斧[DECEA3]-鉱夫[-]
meleeToolRepairT0StoneAxeRareMinerDesc,木材の切断、石の採掘、壁、ドア、窓の修理とアップグレードに役立つ原始的なツール。最高の武器ではありません。\n\n希少な特性[FAFF63]«Miner»[-]を持ちます。\n資源生産量が[DECEA3]25%[-]増加します。\n\n小さな石で修理します。\nスクラップを小さな石に変換します。
meleeToolRepairT0StoneAxeRareUnkillable,[FAFF63]レア[-]石斧[DECEA3]-不死身[-]
meleeToolRepairT0StoneAxeRareUnkillableDesc,木材の切断、石の採掘、壁、ドア、窓の修理とアップグレードに役立つ原始的なツール。最高の武器ではありません。\n\n希少な特性[FAFF63]「不死身」[-]を持ちます。\n使用中の耐久性が大幅に向上し、消費量が減少します。\n\n小さな石で修理します。\nスクラップを小さな石に変換します。
meleeToolRepairT0StoneAxeRareConvenient,[FAFF63]レア[-]石斧[DECEA3]便利[-]
meleeToolRepairT0StoneAxeRareConvenientDesc,木材の切断、石の採掘、壁、ドア、窓の修理とアップグレードに役立つ原始的なツール。最高の武器ではありません。\n\n希少な特性[FAFF63]«便利»[-]\nヒット時のスタミナ消費が減少し、攻撃速度が上昇します。\n\n小さな石で修理します。\nスクラップを小さな石に変換します。
meleeToolAxeT1IronFireaxeRareLumberjack,[FAFF63]レア[-]鉄の消防斧[DECEA3]-木こり[-]
meleeToolAxeT1IronFireaxeRareLumberjackDesc,ファイアアックスレアは木材の収穫に適しています。\n\nレアな特性[FAFF63]«木こり»[-]を持ち、木材の収穫とパワーアタックブロックのダメージが[DECEA3]50%[-]増加します。\n\n修​​理キットで修理してください。\nスクラップを鉄に変換します。
meleeToolAxeT1IronFireaxeRareUnkillable,[FAFF63]レア[-]鉄の消防斧[DECEA3]-不死身[-]
meleeToolAxeT1IronFireaxeRareUnkillableDesc,ファイアアックスレアは木材の収穫に適しています。\n\nレアな特性[FAFF63]「不死身」[-]を持ち、使用中の耐久性が大幅に向上し、消費量が減少します。\n\n修​​理キットで修理してください。\n鉄くず。
meleeToolAxeT1IronFireaxeRareConvenient,[FAFF63]レア[-]鉄の消防斧[DECEA3]-便利[-]
meleeToolAxeT1IronFireaxeRareConvenientDesc,ファイアアックスレアは木材の収穫に適しています。\n\nレアな特性[FAFF63]«便利»[-]を持ち、\n攻撃時のスタミナ消費が減り、攻撃速度が上がります。\n\n修​​理キットで修理できます。\nスクラップから鉄へ。
meleeToolAxeT2SteelAxeRareLumberjack,[FAFF63]レア[-]スチールアックス[DECEA3]-木こり[-]
meleeToolAxeT2SteelAxeRareLumberjackDesc,スチール製の斧「レア」は耐久性のある刃を持ち、木材の採取に最適です。\n\nレアな特性[FAFF63]「木こり」[-]を持ち、木材の採取とパワーアタックのブロックダメージが[DECEA3]50%[-]増加します。\n\n修​​理キットで修理してください。\nスクラップをスチール製のツールパーツに変換します。
meleeToolAxeT2SteelAxeRareUnkillable,[FAFF63]レア[-]スチールアックス[DECEA3]-不死身[-]
meleeToolAxeT2SteelAxeRareUnkillableDesc,スチール製の斧「レア」は耐久性のある刃を持ち、木材の伐採に最適です。\n\nレアな特性[FAFF63]「不死身」[-]を持ち、使用中の耐久性が大幅に向上し、消費量が減少します。\n\n修​​理キットで修理してください。\nスクラップをスチール製の工具部品に変換します。
meleeToolAxeT2SteelAxeRareConvenient,[FAFF63]レア[-]スチールアックス[DECEA3]-便利[-]
meleeToolAxeT2SteelAxeRareConvenientDesc,鋼鉄製の斧レアは耐久性のある刃を持ち、木材の伐採に最適です。\n\nレアな特性[FAFF63]«便利»[-]を持ち、\n攻撃時のスタミナ消費が減り、攻撃速度が上がります。\n\n修​​理キットで修理できます。\nスクラップから鋼鉄製の工具パーツに変換できます。
meleeToolAxeT2SteelAxeRareChampion,[FAFF63]レア[-]スチールアックス[DECEA3]-チャンピオン[-]
meleeToolAxeT2SteelAxeRareChampionDesc,鋼鉄製の斧レアは耐久性のある刃を持ち、木材の採取に最適です。\n\nレアな特性[FAFF63]«チャンピオン»[-]を持ちます。\nパワーアタックのダメージが[DECEA3]50%[-]増加します。パワーアタックは[DECEA3]40%[-]の確率で近くのすべての敵をノックバックします。\n\n修​​理キットで修理してください。\nスクラップして鋼鉄製の工具パーツにします。
meleeToolPickT1IronPickaxeRareMetalist,[FAFF63]レア[-]鉄のつるはし[DECEA3]-メタリスト[-]
meleeToolPickT1IronPickaxeRareMetalistDesc,鉄のつるはし（レア）は、石を砕いたり鉱物を採掘したりするのに最適です。\n\nレアな特性[FAFF63]«メタリスト»[-]を持ちます。\n鉄へのダメージが[DECEA3]35%[-]増加し、採掘される資源の量が[DECEA3]15%[-]増加します。\n\n修​​理キットで修理してください。\n鉄にスクラップします。
meleeToolPickT1IronPickaxeRareMason,[FAFF63]レア[-]鉄のつるはし[DECEA3]-石工[-]
meleeToolPickT1IronPickaxeRareMasonDesc,鉄のつるはし（レア）は、石を砕いたり鉱物を採掘したりするのに最適です。\n\nレアな特性[FAFF63]«石工»[-]を持ちます。\n石へのダメージが[DECEA3]35%[-]増加し、採掘される資源の量が[DECEA3]15%[-]増加します。\n\n修​​理キットで修理します。\n鉄にスクラップします。
meleeToolPickT1IronPickaxeRareUnkillable,[FAFF63]レア[-]鉄のつるはし[DECEA3]-不死身[-]
meleeToolPickT1IronPickaxeRareUnkillableDesc,鉄のつるはし（レア）は、石を砕いたり鉱物を採掘したりするのに最適です。\n\nレアな特性[FAFF63]「不死身」[-]を持ちます。\n使用中の耐久性が大幅に向上し、消費量が減少します。\n\n修​​理キットで修理します。\n鉄にスクラップします。
meleeToolPickT2SteelPickaxeRareMetalist,[FAFF63]レア[-]スチールピッケル[DECEA3]-メタリスト[-]
meleeToolPickT2SteelPickaxeRareMetalistDesc,鋼鉄のつるはし（レア）は、石を砕いたり鉱物を採掘したりするのに最適です。\n\nレアな特性[FAFF63]«メタリスト»[-]を持ちます。\n鉄へのダメージが[DECEA3]35%[-]増加し、採掘される資源の量が[DECEA3]15%[-]増加します。\n\n修​​理キットで修理してください。\nスクラップは鋼鉄のツールパーツになります。
meleeToolPickT2SteelPickaxeRareMason,[FAFF63]レア[-]スチールピッケル[DECEA3]-石工[-]
meleeToolPickT2SteelPickaxeRareMasonDesc,鋼鉄製のつるはし（レア）は、石を砕いたり鉱物を採掘したりするのに最適です。\n\nレアな特性[FAFF63]«石工»[-]を持ち、石へのダメージが[DECEA3]35%[-]増加し、採掘できる資源の量が[DECEA3]15%[-]増加します。\n\n修​​理キットで修理してください。\nスクラップは鋼鉄製の工具部品になります。
meleeToolPickT2SteelPickaxeRareUnkillable,[FAFF63]レア[-]スチールピッケル[DECEA3]-不死身[-]
meleeToolPickT2SteelPickaxeRareUnkillableDesc,鋼鉄製のつるはし（レア）は、石を砕いたり鉱物を採掘したりするのに最適です。\n\nレアな特性[FAFF63]「不死身」[-]を持ち、使用中の耐久性が大幅に向上し、消費量が減少します。\n\n修​​理キットで修理してください。\nスクラップを鋼鉄製のツールパーツに変換します。
meleeToolPickT2SteelPickaxeRareConvenient,[FAFF63]レア[-]スチールピッケル[DECEA3]-便利[-]
meleeToolPickT2SteelPickaxeRareConvenientDesc,鋼鉄のつるはし（レア）は、石を砕いたり鉱物を採掘したりするのに最適です。\n\nレアな特性[FAFF63]«便利»[-]を持ち、\n攻撃時のスタミナ消費が減り、攻撃速度が上がります。\n\n修​​理キットで修理できます。\nスクラップから鋼鉄の道具パーツに変換できます。
meleeToolShovelT0StoneShovelRareDigger,[FAFF63]レア[-]石シャベル[DECEA3]-ディガー[-]
meleeToolShovelT0StoneShovelRareDiggerDesc,石のシャベル（レア）は、土、砂、雪を掘るのに役立つ原始的な道具です。\n\nレアな特性[FAFF63]«掘削»[-]を持ちます。\n粘土へのダメージが[DECEA3]35%[-]増加し、採掘される資源の量が[DECEA3]15%[-]増加します。\n\n小さな石で修理します。\nスクラップを小さな石にします。
meleeToolShovelT0StoneShovelRareUnkillable,[FAFF63]レア[-]石のシャベル[DECEA3]-不死身[-]
meleeToolShovelT0StoneShovelRareUnkillableDesc,石のシャベル（レア）は、土、砂、雪を掘るのに役立つ原始的な道具です。\n\nレアな特性[FAFF63]「不死身」[-]を持ちます。\n使用中の耐久性が大幅に向上し、消費量が減少します。\n\n小さな石で修理します。\nスクラップを小さな石にします。
meleeToolShovelT0StoneShovelRareConvenient,[FAFF63]レア[-]石シャベル[DECEA3]便利[-]
meleeToolShovelT0StoneShovelRareConvenientDesc,石のシャベル（レア）は、土、砂、雪を掘るのに役立つ原始的な道具です。\n\nレアな特性[FAFF63]「便利」[-]を持ち、\n攻撃時のスタミナ消費が減り、攻撃速度が上がります。\n\n小さな石で修理します。\nスクラップを小さな石にします。
meleeToolShovelT1IronShovelRareDigger,[FAFF63]レア[-]鉄製シャベル[DECEA3]-ディガー[-]
meleeToolShovelT1IronShovelRareDiggerDesc,鉄製のシャベルレアは、土、砂、雪を掘るのに最適です。\n\nレアな特性[FAFF63]«Digger»[-]を持ちます。\n粘土へのダメージが[DECEA3]35%[-]増加し、採掘される資源の量が[DECEA3]15%[-]増加します。\n\n修​​理キットで修理してください。\n鉄にスクラップします。
meleeToolShovelT1IronShovelRareUnkillable,[FAFF63]レア[-]鉄製シャベル[DECEA3]-不死身[-]
meleeToolShovelT1IronShovelRareUnkillableDesc,鉄製のシャベルレアは、土、砂、雪を掘るのに最適です。\n\nレアな特性[FAFF63]「不死身」[-]を持ち、使用中の耐久性が大幅に向上し、消費量が減少します。\n\n修​​理キットで修理できます。\n鉄くず。
meleeToolShovelT1IronShovelRareConvenient,[FAFF63]レア[-]鉄製シャベル[DECEA3]便利[-]
meleeToolShovelT1IronShovelRareConvenientDesc,鉄のシャベル（レア）は、土、砂、雪を掘るのに最適です。\n\nレアな特性[FAFF63]「便利」[-]を持ち、\n攻撃時のスタミナ消費が減り、攻撃速度が上がります。\n\n修​​理キットで修理できます。\nスクラップから鉄に変換できます。
meleeToolShovelT2SteelShovelRareDigger,[FAFF63]レア[-]スチールショベル[DECEA3]-ディガー[-]
meleeToolShovelT2SteelShovelRareDiggerDesc,スチール製のシャベルRareは非常に耐久性があり、土、砂、雪を掘るのに最適なツールです。\n\nレアな特性[FAFF63]«掘削»[-]を持ちます。\n粘土へのダメージが[DECEA3]35%[-]増加し、採掘される資源の量が[DECEA3]15%[-]増加します。\n\n修​​理キットで修理してください。\nスクラップはスチールツールの部品になります。
meleeToolShovelT2SteelShovelRareUnkillable,[FAFF63]レア[-]スチールショベル[DECEA3]-不死身[-]
meleeToolShovelT2SteelShovelRareUnkillableDesc,スチール製のシャベルRareは非常に耐久性があり、土、砂、雪を掘るのに最適なツールです。\n\n希少な特性[FAFF63]「不滅」[-]を持ち、使用中の耐久性が大幅に向上し、消費量が削減されます。\n\n修​​理キットで修理してください。\nスクラップをスチール製ツールの部品に交換します。
meleeToolShovelT2SteelShovelRareConvenient,[FAFF63]レア[-]スチールシャベル[DECEA3]-便利[-]
meleeToolShovelT2SteelShovelRareConvenientDesc,鋼鉄製のシャベルは非常に耐久性があり、土、砂、雪を掘るのに最適な道具です。\n\n希少な特性[FAFF63]「便利」[-]を持ち、攻撃時のスタミナ消費が減り、攻撃速度が上がります。\n\n修​​理キットで修理できます。\nスクラップから鋼鉄製の道具パーツに変換できます。
meleeToolSalvageT1WrenchRareScavenger,[FAFF63]レア[-]レンチ[DECEA3]-スカベンジャー[-]
